security code,security name,revenue,income,expenditure,profit,eps,year,quartile
530709,GOWRALE,2.18,2.18,-0.56,1.62,,2007,3
530709,GOWRALE,2.14,2.14,-0.49,1.66,,2007,4
530709,GOWRALE,1.42,1.83,-0.58,1.25,,2008,1
530709,GOWRALE,2.89,2.89,-0.34,2.55,0.85,2008,2
530709,GOWRALE,4.92,4.93,-0.58,4.35,,2008,3
530709,GOWRALE,4.66,4.05,-0.61,4.92,,2008,4
530709,GOWRALE,5.10,5.10,-0.51,5.84,,2009,1
530709,GOWRALE,4.94,4.94,-0.39,4.63,,2009,2
530709,GOWRALE,4.97,4.23,-0.75,6.25,,2009,3
530709,GOWRALE,5.05,3.91,-0.88,4.01,,2009,4
530709,GOWRALE,5.98,0.02,-0.73,4.63,,2010,1
530709,GOWRALE,6.91,6.15,-0.48,6.31,,2010,2
530709,GOWRALE,9.18,8.34,-0.84,7.14,,2010,3
530709,GOWRALE,9.65,8.67,-0.67,4.73,1.58,2010,4
530709,GOWRALE,7.75,5.30,-2.45,4.02,1.34,2011,1
530709,GOWRALE,5.37,4.34,-1.03,2.46,0.82,2011,2
530709,GOWRALE,8.17,7.15,-0.67,4.70,1.57,2011,3
530709,GOWRALE,3.79,2.88,-0.56,1.96,0.65,2011,4
530709,GOWRALE,4.41,4.41,-4.49,-0.58,-0.19,2012,1
530709,GOWRALE,3.15,3.15,-2.51,0.14,0.05,2012,2
530709,GOWRALE,3.79,2.37,-0.78,1.67,0.56,2012,3
530709,GOWRALE,2.89,1.74,-0.53,1.26,0.42,2012,4
530709,GOWRALE,13.66,13.66,-14.88,-1.37,-0.46,2013,1
530709,GOWRALE,3.02,3.02,-0.33,1.52,0.51,2013,2
530709,GOWRALE,3.46,3.46,-0.63,1.53,0.51,2013,3
530709,GOWRALE,3.25,3.25,-0.45,1.58,0.53,2013,4
530709,GOWRALE,3.40,3.40,-4.15,-0.69,-0.23,2014,1
530709,GOWRALE,4.07,2.43,-1.01,1.66,0.55,2014,2
530709,GOWRALE,3.90,3.90,-0.46,2.15,0.72,2014,3
530709,GOWRALE,0.63,0.63,-0.46,-3.68,-1.22,2014,4
530709,GOWRALE,4.75,4.75,-0.63,2.42,0.80,2015,1
530709,GOWRALE,3.07,3.07,-0.46,1.35,0.45,2015,2
530709,GOWRALE,2.47,2.47,-0.56,0.65,0.22,2015,3
530709,GOWRALE,3.36,3.36,-0.54,0.55,0.18,2015,4
530709,GOWRALE,3.99,3.99,-0.74,3.17,1.06,2016,1
530709,GOWRALE,2.84,2.84,-0.54,1.29,0.43,2016,2
530709,GOWRALE,3.21,3.21,-0.76,3.75,1.25,2016,3
530709,GOWRALE,2.81,2.81,-0.74,2.55,0.85,2016,4
530709,GOWRALE,3.86,9.50,-0.76,1.54,0.51,2017,1
530709,GOWRALE,3.15,4.05,-0.75,2.00,0.67,2017,2
530709,GOWRALE,2.30,3.17,-1.27,1.16,0.39,2017,3
530709,GOWRALE,2.24,2.46,-0.93,0.51,0.17,2017,4
530709,GOWRALE,2.40,7.17,-0.71,4.30,1.43,2018,1
530709,GOWRALE,2.37,2.57,-0.89,0.68,,2018,2
530709,GOWRALE,3.21,3.63,-0.57,1.68,0.56,2018,3
530709,GOWRALE,3.07,3.87,-0.43,1.96,0.65,2018,4
530709,GOWRALE,3.09,3.11,-0.55,1.22,0.41,2019,1
