security code,security name,revenue,income,expenditure,profit,eps,year,quartile
521016,ICIL,592.40,648.90,-639.90,-40.20,-1.34,2007,3
521016,ICIL,771.50,749.20,-717.40,-16.10,-0.54,2007,4
521016,ICIL,694.00,769.50,-808.00,-91.60,-3.05,2008,1
521016,ICIL,701.90,710.50,-701.00,-63.20,-1.43,2008,2
521016,ICIL,676.20,686.10,-661.40,-130.10,-0.95,2008,3
521016,ICIL,633.40,10.10,-623.30,-522.60,-0.58,2008,4
521016,ICIL,878.90,92.20,-786.70,190.80,7.29,2009,1
521016,ICIL,448.10,-45.20,-493.30,-96.00,-1.67,2009,2
521016,ICIL,996.00,47.30,-948.70,-11.10,-0.33,2009,3
521016,ICIL,1055.60,-71.60,-1127.20,-95.60,-0.20,2009,4
521016,ICIL,1357.90,57.80,-1300.10,15.90,0.71,2010,1
521016,ICIL,1475.80,95.90,-1379.90,34.60,1.34,2010,2
521016,ICIL,1702.10,82.00,-1620.10,39.30,1.44,2010,3
521016,ICIL,1896.70,82.80,-1813.90,37.40,1.53,2010,4
521016,ICIL,1582.30,-2.60,-1584.90,-21.10,-0.39,2011,1
521016,ICIL,1539.60,-48.50,-1588.10,-28.70,-0.82,2011,2
521016,ICIL,2061.00,42.00,-2019.00,9.00,0.25,2011,3
521016,ICIL,1859.10,79.80,-1779.30,1.70,0.05,2011,4
521016,ICIL,2113.50,53.30,-116.20,19.30,0.05,2012,1
521016,ICIL,2443.90,2373.40,-113.20,31.70,0.89,2012,2
521016,ICIL,3026.00,2959.20,-103.00,56.20,1.59,2012,3
521016,ICIL,2706.20,2649.10,-105.00,78.80,2.22,2012,4
521016,ICIL,3458.90,3413.20,-159.50,104.30,2.94,2013,1
521016,ICIL,2945.20,142.00,-125.70,138.20,3.90,2013,2
521016,ICIL,4288.60,81.30,-161.90,253.70,7.13,2013,3
521016,ICIL,3739.90,3666.60,-146.80,365.80,10.31,2013,4
521016,ICIL,3163.80,130.10,-159.10,249.10,6.80,2014,2
521016,ICIL,4788.30,242.70,-179.50,425.00,11.62,2014,3
521016,ICIL,4283.60,152.40,-187.60,436.20,11.89,2014,4
521016,ICIL,4566.80,121.70,-201.60,280.30,7.50,2015,1
521016,ICIL,4609.90,63.30,-220.50,553.60,14.02,2015,2
521016,ICIL,5821.30,86.40,-254.60,659.30,16.70,2015,3
521016,ICIL,5026.20,58.00,-261.70,634.30,16.07,2015,4
521016,ICIL,5250.30,182.00,-216.20,659.90,16.71,2016,1
521016,ICIL,4926.40,159.60,-259.60,602.90,15.27,2016,2
521016,ICIL,5763.40,234.50,-4672.60,627.20,15.89,2016,3
521016,ICIL,5028.90,103.70,-4088.40,561.90,2.85,2016,4
521016,ICIL,4675.10,5128.80,-79.30,488.00,2.47,2017,1
521016,ICIL,3994.20,4317.80,-1019.20,319.70,1.62,2017,2
521016,ICIL,4528.40,4927.60,-989.40,359.00,1.82,2017,3
521016,ICIL,4509.80,4600.30,-903.70,364.10,1.84,2017,4
521016,ICIL,4059.40,4237.30,-3817.80,267.90,1.36,2018,1
521016,ICIL,4402.50,4568.80,-1099.40,288.00,1.46,2018,2
521016,ICIL,4865.00,4860.20,-1170.40,217.70,1.10,2018,3
521016,ICIL,4889.20,4784.40,-1429.40,66.60,0.34,2018,4
521016,ICIL,3968.70,4015.90,-1325.10,19.90,0.10,2019,1
521016,ICIL,4658.10,4769.70,-1427.40,336.30,1.70,2019,2
521016,ICIL,5470.60,5661.60,-1395.30,88.90,0.45,2019,3
521016,ICIL,6087.60,6087.20,-1558.30,166.20,0.84,2019,4
521016,ICIL,3761.60,4002.50,-1395.10,146.20,0.74,2020,1
521016,ICIL,3190.30,3230.70,-956.10,160.70,0.81,2020,2
521016,ICIL,7096.20,7197.50,-1931.60,846.70,4.29,2020,3
521016,ICIL,7824.20,7913.60,-2090.70,955.10,4.84,2020,4
