security code,security name,revenue,income,expenditure,profit,eps,year,quartile
505400,TEXINFRA,1688.21,1703.08,-1503.49,126.58,12.42,2007,3
505400,TEXINFRA,1605.43,1625.18,-1397.63,145.81,14.27,2007,4
505400,TEXINFRA,2130.76,2216.28,-1719.95,304.85,27.66,2008,1
505400,TEXINFRA,1968.27,1977.04,-1641.19,228.25,20.56,2008,2
505400,TEXINFRA,2052.81,2072.54,-1765.16,201.63,18.16,2008,3
505400,TEXINFRA,1664.93,1663.80,-1421.32,154.30,13.86,2008,4
505400,TEXINFRA,2397.85,2382.90,-2096.51,174.23,1.56,2009,1
505400,TEXINFRA,1833.96,1832.40,-1514.71,208.50,1.88,2009,2
505400,TEXINFRA,2415.21,2413.92,-2093.97,223.60,1.97,2009,3
505400,TEXINFRA,2387.68,2386.94,-2084.64,222.31,1.93,2009,4
505400,TEXINFRA,2682.01,2673.68,-2282.63,276.04,2.40,2010,1
505400,TEXINFRA,2035.25,2033.71,-1653.19,288.85,2.29,2010,2
505400,TEXINFRA,2440.91,2438.93,-2038.83,294.34,2.31,2010,3
505400,TEXINFRA,60.97,32.86,-16.03,39.25,0.31,2010,4
505400,TEXINFRA,33.94,28.21,-10.20,8.49,0.07,2011,1
505400,TEXINFRA,38.96,28.46,-14.20,22.96,0.18,2011,2
505400,TEXINFRA,110.92,72.53,-16.99,92.99,0.73,2011,3
505400,TEXINFRA,41.06,33.76,-13.34,26.35,0.21,2011,4
505400,TEXINFRA,27.27,27.27,-9.19,46.96,0.37,2012,1
505400,TEXINFRA,29.28,29.28,-3.79,20.49,0.16,2012,2
505400,TEXINFRA,40.92,40.92,-3.86,86.19,0.68,2012,3
505400,TEXINFRA,32.25,32.25,-6.72,22.22,0.17,2012,4
505400,TEXINFRA,27.71,27.64,-4.00,32.51,0.26,2013,1
505400,TEXINFRA,34.92,34.67,-5.36,20.79,0.16,2013,2
505400,TEXINFRA,44.56,19.57,-6.33,98.27,0.77,2013,3
505400,TEXINFRA,30.94,9.84,-6.79,18.14,0.14,2013,4
505400,TEXINFRA,26.79,26.79,-3.01,30.79,,2014,1
505400,TEXINFRA,27.43,27.34,-6.78,10.81,0.08,2014,2
505400,TEXINFRA,40.97,40.96,-8.79,36.76,0.29,2014,3
505400,TEXINFRA,27.74,27.72,-10.79,8.85,0.07,2014,4
505400,TEXINFRA,27.28,27.28,-11.13,19.62,0.15,2015,1
505400,TEXINFRA,33.85,33.84,-6.91,43.35,0.34,2015,2
505400,TEXINFRA,44.68,44.68,-7.96,50.27,0.39,2015,3
505400,TEXINFRA,31.93,31.93,-7.82,17.07,0.13,2015,4
505400,TEXINFRA,27.71,27.71,-7.98,27.12,0.21,2016,1
505400,TEXINFRA,33.15,8.36,-10.76,25.32,0.20,2016,2
505400,TEXINFRA,48.07,23.57,-8.59,47.79,,2016,3
505400,TEXINFRA,35.78,35.66,-15.13,28.05,0.22,2016,4
505400,TEXINFRA,28.80,62.33,-12.19,45.70,0.36,2017,1
505400,TEXINFRA,34.29,59.64,-7.23,24.91,0.20,2017,2
505400,TEXINFRA,28.18,71.31,-7.36,35.89,0.28,2017,3
505400,TEXINFRA,33.24,56.46,-7.29,20.10,0.16,2017,4
505400,TEXINFRA,28.70,53.92,-12.34,15.54,0.12,2018,1
505400,TEXINFRA,36.00,58.62,-10.17,17.41,0.14,2018,2
505400,TEXINFRA,45.62,96.61,-11.25,43.14,0.34,2018,3
505400,TEXINFRA,23.82,51.11,-41.69,7.42,0.06,2018,4
505400,TEXINFRA,21.84,48.22,-22.06,1.88,0.01,2019,1
505400,TEXINFRA,24.42,51.01,-19.79,6.50,0.05,2019,2
505400,TEXINFRA,41.39,92.68,-15.23,40.25,0.32,2019,3
505400,TEXINFRA,31.06,60.42,-14.23,16.32,0.13,2019,4
505400,TEXINFRA,41.52,69.11,-14.20,10.49,0.08,2020,1
505400,TEXINFRA,15.72,42.29,-10.00,6.15,0.05,2020,2
505400,TEXINFRA,39.46,78.62,-20.31,22.45,0.17,2020,3
505400,TEXINFRA,25.42,57.05,-2.67,26.04,0.20,2020,4
