security code,security name,revenue,income,expenditure,profit,eps,year,quartile
511712,RELICTEC,4.14,4.33,-3.31,0.91,0.25,2007,3
511712,RELICTEC,5.03,5.07,-4.38,0.77,0.21,2007,4
511712,RELICTEC,4.37,4.76,-5.69,-0.98,-0.27,2008,1
511712,RELICTEC,2.33,2.39,-2.22,0.13,0.03,2008,2
511712,RELICTEC,2.10,2.16,-2.00,0.14,0.04,2008,3
511712,RELICTEC,1.91,-0.31,-2.21,-0.28,-0.08,2008,4
511712,RELICTEC,1.84,1.77,-2.97,-1.16,,2009,1
511712,RELICTEC,1.49,1.43,-0.07,-0.61,,2009,2
511712,RELICTEC,2.18,2.11,-1.81,0.30,0.08,2009,3
511712,RELICTEC,2.20,2.15,-1.41,0.76,0.21,2009,4
511712,RELICTEC,1.80,1.76,-1.32,0.46,0.13,2010,1
511712,RELICTEC,1.54,1.49,-2.30,-0.76,,2010,2
511712,RELICTEC,1.84,1.80,-1.03,0.73,0.20,2010,3
511712,RELICTEC,2.08,2.03,-1.50,0.59,0.16,2010,4
511712,RELICTEC,1.75,1.71,-2.72,-1.03,,2011,1
511712,RELICTEC,1.00,0.96,-1.25,-0.27,,2011,2
511712,RELICTEC,1.13,1.07,-1.07,-0.01,,2011,3
511712,RELICTEC,1.23,1.20,-0.07,-0.03,-0.01,2011,4
511712,RELICTEC,1.66,1.54,-0.01,0.47,0.13,2012,1
511712,RELICTEC,1.01,0.95,-1.82,-0.84,-0.23,2012,2
511712,RELICTEC,1.65,1.59,-1.22,0.41,0.11,2012,3
511712,RELICTEC,2.22,2.16,-1.43,0.78,0.21,2012,4
511712,RELICTEC,1.94,1.92,-1.71,-0.08,,2013,1
511712,RELICTEC,1.38,1.32,-1.99,-0.63,,2013,2
511712,RELICTEC,2.29,2.22,-1.38,0.89,0.24,2013,3
511712,RELICTEC,2.12,2.06,-1.65,0.46,0.12,2013,4
511712,RELICTEC,1.72,1.67,-0.02,-1.22,,2014,1
511712,RELICTEC,1.69,1.61,-0.01,0.19,0.05,2014,2
511712,RELICTEC,2.59,2.55,-0.12,1.15,0.32,2014,3
511712,RELICTEC,2.43,2.37,-0.21,0.69,0.19,2014,4
511712,RELICTEC,2.83,2.62,-0.15,-0.69,,2015,1
511712,RELICTEC,2.37,2.26,-2.06,0.25,0.07,2015,2
511712,RELICTEC,2.52,2.52,-2.00,0.46,0.13,2015,3
511712,RELICTEC,2.10,1.87,-0.25,0.37,0.10,2015,4
511712,RELICTEC,2.33,2.19,-0.75,-0.77,-0.21,2016,1
511712,RELICTEC,1.28,1.22,-0.14,-0.70,-0.19,2016,2
511712,RELICTEC,3.13,2.89,-0.14,0.79,0.22,2016,3
511712,RELICTEC,1.70,1.59,-0.22,0.11,0.03,2016,4
511712,RELICTEC,2.73,2.81,-0.97,0.15,0.04,2017,1
511712,RELICTEC,2.75,2.90,-2.36,0.54,0.15,2017,2
511712,RELICTEC,3.24,3.50,-0.18,0.54,0.15,2017,3
511712,RELICTEC,4.03,4.03,-2.54,1.49,0.41,2017,4
511712,RELICTEC,1.44,1.53,-1.16,0.27,0.07,2018,1
511712,RELICTEC,2.25,2.38,-1.42,0.30,0.08,2018,2
511712,RELICTEC,1.72,1.90,-1.22,-0.16,-0.04,2018,3
511712,RELICTEC,15.22,15.28,-1.84,10.34,2.87,2018,4
511712,RELICTEC,3.19,3.21,-2.41,-0.08,-0.02,2019,1
511712,RELICTEC,2.72,2.84,-2.26,0.58,0.16,2019,2
511712,RELICTEC,2.22,2.39,-1.90,0.50,0.14,2019,3
511712,RELICTEC,2.43,2.59,-1.70,0.24,0.06,2019,4
511712,RELICTEC,2.51,2.71,-2.05,0.21,0.01,2020,1
511712,RELICTEC,1.77,1.92,-0.61,0.28,0.08,2020,2
511712,RELICTEC,3.65,4.01,-1.57,1.41,0.39,2020,3
511712,RELICTEC,4.39,4.42,-1.26,1.99,0.55,2020,4
