security code,security name,revenue,income,expenditure,profit,eps,year,quartile
540700,BRNL,140.64,146.10,-4.83,78.66,1.31,2017,3
540700,BRNL,30.00,214.23,-11.16,108.87,1.30,2017,4
540700,BRNL,126.88,243.49,-60.69,96.65,1.15,2018,1
540700,BRNL,17.50,191.98,-6.81,72.68,0.86,2018,2
540700,BRNL,33.50,214.54,-17.79,44.31,0.53,2018,3
540700,BRNL,28.80,203.67,-10.85,49.55,0.59,2018,4
540700,BRNL,25.46,134.53,-18.76,-23.75,-0.28,2019,1
540700,BRNL,10.31,130.59,-11.66,62.44,0.74,2019,2
540700,BRNL,11.00,169.89,-34.50,86.53,1.03,2019,3
540700,BRNL,17.07,112.38,-9.04,65.22,0.78,2019,4
540700,BRNL,28.36,-238.73,-23.16,-191.67,-2.28,2020,1
540700,BRNL,25.38,130.28,-15.87,51.92,0.62,2020,2
540700,BRNL,27.21,-31.85,-127.72,-160.63,-1.91,2020,3
540700,BRNL,45.83,82.61,52.52,13.55,0.16,2020,4
