security code,security name,revenue,income,expenditure,profit,eps,year,quartile
532854,NITINFIRE,123.03,133.33,-100.41,29.33,2.54,2007,3
532854,NITINFIRE,71.63,78.27,-40.37,28.78,2.28,2007,4
532854,NITINFIRE,90.20,94.59,-65.58,20.51,1.63,2008,1
532854,NITINFIRE,108.44,111.40,-80.55,25.58,2.03,2008,2
532854,NITINFIRE,316.52,320.55,-239.76,58.24,4.62,2008,3
532854,NITINFIRE,94.14,35.56,-58.58,55.53,4.41,2008,4
532854,NITINFIRE,107.41,15.97,-91.44,12.41,0.98,2009,1
532854,NITINFIRE,75.62,17.20,-58.42,12.82,1.02,2009,2
532854,NITINFIRE,161.80,161.67,-143.55,14.28,1.13,2009,3
532854,NITINFIRE,387.52,387.43,-301.12,53.00,4.21,2009,4
532854,NITINFIRE,317.33,315.02,-264.64,43.23,3.43,2010,1
532854,NITINFIRE,271.68,271.02,-223.72,32.86,2.61,2010,2
532854,NITINFIRE,487.98,24.47,-463.51,43.66,3.46,2010,3
532854,NITINFIRE,181.60,180.64,-158.34,111.32,1.77,2010,4
532854,NITINFIRE,535.45,525.39,-437.99,61.34,0.97,2011,1
532854,NITINFIRE,294.76,293.26,-242.35,33.38,0.53,2011,2
532854,NITINFIRE,272.25,264.69,-231.50,22.48,0.10,2011,3
532854,NITINFIRE,747.35,747.24,-670.70,27.31,0.12,2011,4
532854,NITINFIRE,335.36,329.47,-67.77,17.38,0.08,2012,1
532854,NITINFIRE,1001.25,1001.25,-20.41,80.82,0.37,2012,2
532854,NITINFIRE,1115.70,1115.47,-15.07,90.07,0.41,2012,3
532854,NITINFIRE,977.89,977.89,-18.46,66.42,0.30,2012,4
532854,NITINFIRE,425.78,-114.28,-87.57,-61.92,-0.28,2013,1
532854,NITINFIRE,844.17,844.17,-28.92,18.98,0.09,2013,2
532854,NITINFIRE,1456.29,1456.29,-32.11,38.56,0.25,2013,3
532854,NITINFIRE,703.86,703.86,-34.83,42.91,0.19,2013,4
532854,NITINFIRE,1550.04,79.94,-54.64,9.31,0.04,2014,1
532854,NITINFIRE,1200.34,1200.34,-33.69,33.30,0.15,2014,2
532854,NITINFIRE,1596.38,1596.38,-42.00,24.82,0.11,2014,3
532854,NITINFIRE,971.81,940.14,-44.41,51.22,0.18,2014,4
532854,NITINFIRE,1121.18,1120.65,-49.63,26.34,0.09,2015,1
532854,NITINFIRE,1342.10,1342.10,-43.50,33.87,0.12,2015,2
532854,NITINFIRE,1594.01,1594.01,-39.35,41.44,0.14,2015,3
532854,NITINFIRE,1252.80,1252.80,-33.47,48.75,0.17,2015,4
532854,NITINFIRE,414.69,414.69,-37.23,-69.67,-0.24,2016,1
532854,NITINFIRE,793.19,10.32,-40.92,-52.47,,2016,2
532854,NITINFIRE,2992.89,200.79,-40.00,84.65,,2016,3
532854,NITINFIRE,631.89,-2.65,-12.34,-24.25,,2016,4
532854,NITINFIRE,-1730.55,-1800.91,-469.52,-966.08,-3.31,2017,1
532854,NITINFIRE,107.11,117.19,-249.60,-342.03,-1.17,2017,2
532854,NITINFIRE,57.30,89.64,-60.85,-164.89,-0.56,2017,3
532854,NITINFIRE,116.31,137.53,-437.44,-856.05,-2.93,2017,4
532854,NITINFIRE,271.63,324.35,-272.59,-556.76,-1.90,2018,1
532854,NITINFIRE,87.42,351.21,-525.54,-483.64,-1.65,2018,2
532854,NITINFIRE,21.25,324.08,-227.59,-268.64,-0.92,2018,3
532854,NITINFIRE,34.38,-65.52,-476.10,-874.64,-2.99,2018,4
