security code,security name,revenue,income,expenditure,profit,eps,year,quartile
532541,COFORGE,1174.80,1243.50,-905.40,311.30,5.30,2007,3
532541,COFORGE,1183.70,1239.70,-919.60,285.40,4.86,2007,4
532541,COFORGE,1238.80,1570.90,-1023.10,545.60,9.30,2008,1
532541,COFORGE,1242.60,1291.60,-1014.00,244.40,4.16,2008,2
532541,COFORGE,1340.90,1419.00,-1095.80,293.50,5.00,2008,3
532541,COFORGE,1282.80,127.80,-412.80,120.20,2.05,2008,4
532541,COFORGE,1154.40,-94.70,-1249.10,226.90,3.86,2009,1
532541,COFORGE,1164.90,99.10,-1065.80,103.00,1.75,2009,2
532541,COFORGE,1176.50,265.20,-911.30,260.60,4.40,2009,3
532541,COFORGE,1293.10,291.70,-1001.40,291.40,4.96,2009,4
532541,COFORGE,1301.30,239.20,-1062.10,295.80,5.03,2010,1
532541,COFORGE,1865.00,304.70,-1560.30,288.20,4.90,2010,2
532541,COFORGE,2039.20,2039.20,-1772.50,268.20,4.55,2010,3
532541,COFORGE,1740.40,306.40,-1434.00,300.30,5.09,2010,4
532541,COFORGE,1648.20,235.00,-1413.20,375.80,6.37,2011,1
532541,COFORGE,1762.00,256.90,-1505.10,172.30,2.91,2011,2
532541,COFORGE,1908.70,374.60,-1534.10,281.00,4.74,2011,3
532541,COFORGE,2183.70,378.50,-1805.20,376.20,6.33,2011,4
532541,COFORGE,2420.20,451.30,-1968.90,301.70,5.06,2012,1
532541,COFORGE,2436.80,2436.80,-436.80,443.90,7.43,2012,2
532541,COFORGE,2564.00,425.10,-1482.20,279.20,4.65,2012,3
532541,COFORGE,2865.50,574.10,-476.00,492.60,8.19,2012,4
532541,COFORGE,3216.70,3216.70,-551.70,462.90,7.69,2013,1
532541,COFORGE,3242.70,3242.70,-447.10,811.30,13.46,2013,2
532541,COFORGE,3337.50,532.90,-545.20,564.00,9.34,2013,3
532541,COFORGE,3283.50,528.10,-1830.70,396.20,6.54,2013,4
532541,COFORGE,3221.10,3221.10,-678.90,312.50,5.16,2014,1
532541,COFORGE,3316.40,3316.40,-660.80,448.20,7.38,2014,2
532541,COFORGE,3192.00,3192.00,-710.50,581.50,9.57,2014,3
532541,COFORGE,3321.50,3321.50,-630.10,443.30,7.28,2014,4
532541,COFORGE,3631.00,3631.00,-1048.60,2.80,0.04,2015,1
532541,COFORGE,3617.30,3617.30,-635.50,722.70,11.84,2015,2
532541,COFORGE,3726.20,3726.20,-845.10,411.90,6.74,2015,3
532541,COFORGE,3810.40,3810.40,-677.10,490.70,8.03,2015,4
532541,COFORGE,3524.20,3524.20,-1050.80,314.80,5.15,2016,1
532541,COFORGE,3678.20,3678.20,-760.10,214.00,9.40,2016,2
532541,COFORGE,3858.40,3858.40,-884.30,286.30,4.67,2016,3
532541,COFORGE,3829.90,3829.90,-873.00,283.10,4.61,2016,4
532541,COFORGE,4585.00,4668.00,-226.10,865.60,14.11,2017,1
532541,COFORGE,4046.00,4880.00,-900.00,1049.00,17.09,2017,2
532541,COFORGE,4189.00,4342.00,-904.00,457.00,7.44,2017,3
532541,COFORGE,4122.00,4149.00,-857.00,395.00,6.43,2017,4
532541,COFORGE,4102.00,4245.00,-1143.00,361.00,5.87,2018,1
532541,COFORGE,4448.00,5574.00,-1165.00,1355.00,22.04,2018,2
532541,COFORGE,4852.00,5106.00,-1181.00,527.00,8.57,2018,3
532541,COFORGE,5214.00,5271.00,-1221.00,474.00,7.70,2018,4
532541,COFORGE,5478.00,5583.00,-1230.00,634.00,10.27,2019,1
532541,COFORGE,5382.00,6397.00,-1293.00,1116.00,18.06,2019,2
532541,COFORGE,5441.00,5624.00,-1069.00,584.00,9.42,2019,3
532541,COFORGE,5906.00,6722.00,-1054.00,1351.00,21.64,2019,4
532541,COFORGE,5581.00,6413.00,-1177.00,1174.00,18.79,2020,1
532541,COFORGE,5765.00,6546.00,-895.00,1084.00,17.40,2020,2
532541,COFORGE,6084.00,6132.00,-1031.00,446.00,7.36,2020,3
532541,COFORGE,6123.00,6193.00,-1027.00,490.00,8.09,2020,4
