security code,security name,revenue,income,expenditure,profit,eps,year,quartile
526225,BLOOM,77.53,79.71,-6.52,0.99,0.16,2007,3
526225,BLOOM,69.31,70.56,-4.84,0.69,0.12,2007,4
526225,BLOOM,77.63,79.69,-7.70,-2.17,-0.36,2008,1
526225,BLOOM,89.75,90.75,-7.50,1.08,0.18,2008,2
526225,BLOOM,104.48,105.65,-7.09,1.05,0.18,2008,3
526225,BLOOM,70.01,4.71,-14.07,0.96,0.16,2008,4
526225,BLOOM,74.96,6.67,-10.92,0.01,-0.36,2009,1
526225,BLOOM,91.32,91.32,-9.36,2.50,0.42,2009,2
526225,BLOOM,104.35,104.35,-11.21,4.66,0.78,2009,3
526225,BLOOM,118.47,5.31,-12.22,0.12,0.02,2010,1
526225,BLOOM,90.60,7.92,-8.59,3.01,0.50,2010,2
526225,BLOOM,109.25,6.44,-9.79,0.71,0.12,2010,3
526225,BLOOM,108.49,4.48,-10.41,-2.30,-0.38,2010,4
526225,BLOOM,121.93,-1.73,-14.25,-7.04,-1.17,2011,1
526225,BLOOM,103.70,4.10,-10.56,-2.84,-0.47,2011,2
526225,BLOOM,158.00,157.50,-12.35,5.56,0.96,2011,3
526225,BLOOM,130.78,129.91,-12.51,-1.59,-0.31,2011,4
526225,BLOOM,140.76,138.74,-32.65,4.68,0.78,2012,1
526225,BLOOM,142.72,142.43,-26.66,1.86,0.31,2012,2
526225,BLOOM,183.14,181.77,-34.86,6.47,1.08,2012,3
526225,BLOOM,154.03,153.36,-32.73,8.95,1.49,2012,4
526225,BLOOM,155.42,149.48,-27.10,-6.31,-1.05,2013,1
526225,BLOOM,139.60,2.69,-28.77,-5.71,-0.83,2013,2
526225,BLOOM,184.64,0.37,-38.74,11.52,1.68,2013,3
526225,BLOOM,149.87,2.03,-38.75,-13.18,-1.92,2013,4
526225,BLOOM,161.83,1.49,-48.35,-9.17,-1.34,2014,1
526225,BLOOM,150.92,145.24,-39.48,-5.47,-0.80,2014,2
526225,BLOOM,198.79,199.25,-15.34,0.39,0.07,2014,3
526225,BLOOM,126.36,122.60,3.45,8.70,1.27,2014,4
526225,BLOOM,174.95,167.83,-90.41,11.04,1.61,2015,1
526225,BLOOM,159.07,152.48,-37.37,4.25,0.62,2015,2
526225,BLOOM,158.77,158.70,-44.65,0.52,0.08,2015,3
526225,BLOOM,139.42,137.98,-56.84,-32.89,-4.80,2015,4
526225,BLOOM,162.41,161.70,-50.50,9.15,1.34,2016,1
526225,BLOOM,168.84,161.61,-47.04,-1.14,-0.17,2016,2
526225,BLOOM,173.90,12.16,-41.74,2.83,0.41,2016,3
526225,BLOOM,159.87,-2.79,-22.30,-14.78,-2.16,2016,4
526225,BLOOM,182.20,182.53,-43.31,-11.31,-1.65,2017,1
526225,BLOOM,161.20,166.72,-40.33,-8.92,-1.30,2017,2
526225,BLOOM,170.76,171.04,-29.63,2.05,0.30,2017,3
526225,BLOOM,151.93,151.00,-26.30,1.75,0.26,2017,4
526225,BLOOM,176.72,180.69,0.64,-10.33,-1.51,2018,1
526225,BLOOM,122.37,122.60,-0.73,-21.42,-3.13,2018,2
526225,BLOOM,134.93,135.18,-0.74,-18.98,-2.77,2018,3
526225,BLOOM,131.32,131.10,-0.11,-28.02,-4.09,2018,4
526225,BLOOM,122.51,127.21,-0.99,-4.90,-0.72,2019,1
526225,BLOOM,100.86,101.16,-0.45,-3.51,-0.51,2019,2
526225,BLOOM,108.38,111.38,-0.41,-2.94,-0.43,2019,3
526225,BLOOM,110.69,115.11,-0.98,-3.47,-0.51,2019,4
526225,BLOOM,81.83,82.22,-0.74,-6.35,-0.93,2020,1
526225,BLOOM,43.77,44.08,-0.22,-12.70,-1.85,2020,2
526225,BLOOM,108.18,109.27,-0.43,-2.61,-0.38,2020,3
526225,BLOOM,90.42,92.04,-0.63,-9.98,-1.46,2020,4
