security code,security name,revenue,income,expenditure,profit,eps,year,quartile
507522,MOUNTSHIQ,207.14,208.37,-187.66,12.13,2.01,2007,3
507522,MOUNTSHIQ,154.12,154.67,-147.73,2.35,0.39,2007,4
507522,MOUNTSHIQ,218.06,222.44,-216.06,0.44,0.07,2008,1
507522,MOUNTSHIQ,371.18,371.75,-329.23,26.05,4.31,2008,2
507522,MOUNTSHIQ,241.74,244.79,-233.00,3.31,0.55,2008,3
507522,MOUNTSHIQ,172.06,-12.18,-184.24,-7.51,-1.24,2008,4
507522,MOUNTSHIQ,239.26,-10.40,-249.66,-9.85,1.63,2009,1
507522,MOUNTSHIQ,426.95,426.30,-391.06,21.16,3.50,2009,2
507522,MOUNTSHIQ,264.24,263.34,-259.38,1.10,0.18,2009,3
507522,MOUNTSHIQ,193.74,192.24,-205.61,-11.85,-1.96,2009,4
507522,MOUNTSHIQ,262.45,256.27,-268.59,-3.44,-0.57,2010,1
507522,MOUNTSHIQ,431.42,430.76,-420.61,5.43,0.90,2010,2
507522,MOUNTSHIQ,269.50,268.92,-276.93,-12.53,-2.07,2010,3
507522,MOUNTSHIQ,147.77,147.30,-194.81,-52.14,-8.62,2010,4
507522,MOUNTSHIQ,133.04,132.56,-157.99,0.16,0.03,2011,1
507522,MOUNTSHIQ,313.33,313.07,-337.04,-31.87,-5.27,2011,2
507522,MOUNTSHIQ,213.72,213.55,-253.80,-21.37,-3.53,2011,3
507522,MOUNTSHIQ,153.63,153.42,-185.09,-26.23,-4.34,2011,4
507522,MOUNTSHIQ,130.02,129.86,-11.56,-21.95,-3.63,2012,1
507522,MOUNTSHIQ,367.15,364.14,-13.09,2.55,0.42,2012,2
507522,MOUNTSHIQ,188.99,186.92,-72.84,-19.14,-3.16,2012,3
507522,MOUNTSHIQ,148.49,147.94,-38.13,-21.70,-3.59,2012,4
507522,MOUNTSHIQ,157.44,156.85,-49.80,-25.07,-4.15,2013,1
507522,MOUNTSHIQ,296.12,275.49,-78.95,-5.08,-0.84,2013,2
507522,MOUNTSHIQ,108.72,84.25,-28.57,-23.86,-3.95,2013,3
507522,MOUNTSHIQ,109.95,93.12,-34.82,-30.79,-5.09,2013,4
507522,MOUNTSHIQ,145.44,144.10,-13.65,-24.29,-4.02,2014,1
507522,MOUNTSHIQ,136.32,117.28,-40.25,-34.59,-5.72,2014,2
507522,MOUNTSHIQ,58.20,46.85,-24.03,-34.43,-5.69,2014,3
507522,MOUNTSHIQ,45.57,41.91,-13.32,-33.48,-5.54,2014,4
507522,MOUNTSHIQ,26.93,18.09,-13.21,-24.85,-4.11,2015,1
507522,MOUNTSHIQ,24.31,15.56,-11.09,50.88,8.41,2015,2
507522,MOUNTSHIQ,21.40,12.40,-9.74,-17.55,-2.90,2015,3
507522,MOUNTSHIQ,23.10,8.95,-0.05,-29.32,-4.85,2015,4
507522,MOUNTSHIQ,22.67,8.75,-11.61,-39.66,-6.56,2016,1
507522,MOUNTSHIQ,13.98,8.92,-8.34,-25.69,-4.25,2016,2
507522,MOUNTSHIQ,8.09,0.40,-7.93,-22.38,-3.70,2016,3
507522,MOUNTSHIQ,14.30,14.30,-8.28,-30.76,-5.09,2016,4
507522,MOUNTSHIQ,16.60,17.79,-8.97,-29.88,-4.94,2017,1
507522,MOUNTSHIQ,8.26,8.33,-4.52,-36.11,-5.97,2017,2
507522,MOUNTSHIQ,6.39,6.42,-4.86,-33.76,-5.58,2017,3
507522,MOUNTSHIQ,16.98,17.33,-5.73,-28.73,-4.75,2017,4
507522,MOUNTSHIQ,18.20,18.21,-6.99,-27.52,-4.55,2018,1
507522,MOUNTSHIQ,7.39,7.53,-4.11,-28.69,-4.74,2018,2
507522,MOUNTSHIQ,6.01,6.21,-3.07,-19.79,-3.27,2018,3
507522,MOUNTSHIQ,14.74,14.76,-4.33,6.90,1.14,2018,4
507522,MOUNTSHIQ,5.35,5.36,-2.55,-8.06,-1.33,2019,2
507522,MOUNTSHIQ,4.62,4.63,-3.72,-13.01,-2.15,2019,3
507522,MOUNTSHIQ,7.20,10.00,-2.78,-19.49,-3.22,2019,4
