security code,security name,revenue,income,expenditure,profit,eps,year,quartile
513043,REMIEDEL,602.55,609.91,-559.06,23.18,4.84,2007,3
513043,REMIEDEL,486.00,486.00,-4.75,26.14,5.46,2007,4
513043,REMIEDEL,557.11,557.11,-7.84,19.13,3.99,2008,1
513043,REMIEDEL,462.38,462.38,-4.43,7.99,1.67,2008,2
513043,REMIEDEL,480.38,480.38,-5.05,0.06,0.01,2008,3
513043,REMIEDEL,378.12,378.12,-5.28,-36.94,-3.85,2008,4
513043,REMIEDEL,347.64,347.64,-3.30,1.56,0.16,2009,1
513043,REMIEDEL,277.52,277.52,-4.06,0.43,0.05,2009,2
513043,REMIEDEL,196.59,196.59,-3.45,0.36,0.04,2009,3
513043,REMIEDEL,203.35,203.35,-5.55,0.23,0.02,2009,4
513043,REMIEDEL,186.54,10.44,-8.33,1.13,0.12,2010,2
513043,REMIEDEL,290.08,9.10,-280.98,1.07,0.11,2010,3
513043,REMIEDEL,383.12,18.55,-364.57,1.89,0.20,2010,4
513043,REMIEDEL,372.04,18.19,-353.85,2.57,0.27,2011,2
513043,REMIEDEL,455.91,23.44,-432.47,3.70,0.39,2011,3
513043,REMIEDEL,527.29,25.94,-501.35,0.29,0.03,2011,4
513043,REMIEDEL,621.51,617.94,-113.27,6.25,0.65,2012,1
513043,REMIEDEL,433.93,433.50,-16.96,3.35,0.35,2012,2
513043,REMIEDEL,485.40,485.16,-52.27,3.38,0.35,2012,3
513043,REMIEDEL,325.74,325.39,-49.71,1.10,0.11,2012,4
513043,REMIEDEL,379.14,375.21,-53.71,11.00,1.15,2013,1
513043,REMIEDEL,279.08,278.84,-56.47,-18.51,-1.93,2013,2
513043,REMIEDEL,256.92,256.68,-60.92,-2.28,-0.24,2013,3
513043,REMIEDEL,297.98,8.09,-54.76,4.32,0.45,2013,4
513043,REMIEDEL,404.11,398.24,-51.15,6.04,0.63,2014,1
513043,REMIEDEL,342.37,340.33,-55.44,-6.09,-0.64,2014,2
513043,REMIEDEL,513.85,512.18,-18.95,5.12,0.53,2014,3
513043,REMIEDEL,459.14,0.10,-76.11,-11.77,-1.23,2014,4
513043,REMIEDEL,413.85,410.66,-62.41,-4.22,-0.44,2015,1
513043,REMIEDEL,284.70,282.44,-60.84,-46.21,-4.63,2015,2
513043,REMIEDEL,300.87,1.84,-47.49,-15.92,-1.59,2015,3
513043,REMIEDEL,179.13,1.62,-43.06,-28.89,-2.89,2015,4
513043,REMIEDEL,253.03,3.57,-35.76,30.09,3.01,2016,1
513043,REMIEDEL,146.62,2.09,-35.10,-23.11,-2.32,2016,2
513043,REMIEDEL,141.48,2.76,-42.43,0.41,0.04,2016,3
513043,REMIEDEL,189.93,1.39,-34.54,-17.86,-1.63,2016,4
513043,REMIEDEL,187.12,206.80,-16.45,-3.29,0.31,2017,1
513043,REMIEDEL,126.40,127.90,-30.71,-2.70,-0.25,2017,2
513043,REMIEDEL,193.88,195.38,-16.30,-13.79,-1.26,2017,3
513043,REMIEDEL,196.60,203.13,-59.05,-2.39,-0.22,2017,4
513043,REMIEDEL,139.12,144.83,-12.60,-0.51,-0.05,2018,1
513043,REMIEDEL,209.83,214.79,-16.22,0.33,0.03,2018,2
513043,REMIEDEL,253.32,256.15,-34.23,0.79,0.07,2018,3
513043,REMIEDEL,449.64,451.57,-48.51,1.41,0.13,2018,4
513043,REMIEDEL,333.02,335.71,-47.93,1.96,0.18,2019,1
513043,REMIEDEL,306.97,308.78,-36.87,0.57,0.05,2019,2
513043,REMIEDEL,300.99,303.23,-48.86,0.43,0.04,2019,3
513043,REMIEDEL,235.06,236.33,-22.03,0.79,0.07,2019,4
513043,REMIEDEL,208.59,210.85,-26.39,-0.34,-0.03,2020,1
513043,REMIEDEL,72.66,74.28,-12.68,-6.57,-0.60,2020,2
513043,REMIEDEL,205.38,207.49,-26.46,-5.68,-0.52,2020,3
513043,REMIEDEL,201.60,203.59,-41.07,-3.17,-0.29,2020,4
