security code,security name,revenue,income,expenditure,profit,eps,year,quartile
531842,LAHOTIOV,479.08,479.29,-468.88,5.79,1.15,2007,3
531842,LAHOTIOV,582.34,585.79,-569.63,11.62,0.40,2007,4
531842,LAHOTIOV,485.68,485.95,-478.98,3.33,0.13,2008,1
531842,LAHOTIOV,337.85,338.29,-332.51,4.00,0.68,2008,2
531842,LAHOTIOV,354.21,355.07,-357.13,-3.59,-12.00,2008,3
531842,LAHOTIOV,407.43,-1.47,-408.90,-1.92,-0.07,2008,4
531842,LAHOTIOV,414.69,24.33,-390.37,8.85,0.30,2009,1
531842,LAHOTIOV,425.28,8.66,-416.61,8.51,1.17,2009,2
531842,LAHOTIOV,458.91,21.08,-437.83,20.88,1.42,2009,3
531842,LAHOTIOV,778.29,6.51,-771.79,4.75,0.16,2009,4
531842,LAHOTIOV,999.26,52.14,-947.12,25.46,0.87,2010,1
531842,LAHOTIOV,959.27,22.91,-936.36,12.07,0.41,2010,2
531842,LAHOTIOV,550.36,18.84,-531.52,16.07,0.55,2010,3
531842,LAHOTIOV,1088.32,57.33,-1030.99,35.36,1.21,2010,4
531842,LAHOTIOV,508.26,50.36,-457.91,34.22,1.17,2011,1
531842,LAHOTIOV,538.34,31.45,-506.90,13.86,0.47,2011,2
531842,LAHOTIOV,334.69,16.61,-318.07,18.49,0.63,2011,3
531842,LAHOTIOV,713.97,29.20,-684.77,24.48,0.84,2011,4
531842,LAHOTIOV,711.49,673.82,-2.71,11.12,0.38,2012,1
531842,LAHOTIOV,1046.51,1017.85,-58.09,28.48,0.98,2012,2
531842,LAHOTIOV,1166.23,1125.85,-27.82,30.83,1.06,2012,3
531842,LAHOTIOV,1503.21,1425.09,-63.95,30.96,1.06,2012,4
531842,LAHOTIOV,1615.66,1586.18,-67.29,44.12,1.51,2013,1
531842,LAHOTIOV,1535.06,1472.84,-84.21,41.63,1.43,2013,2
531842,LAHOTIOV,1701.87,1645.95,-56.96,70.58,2.42,2013,3
531842,LAHOTIOV,1923.92,1826.40,-34.46,26.25,0.90,2013,4
531842,LAHOTIOV,2043.28,1967.85,-79.57,-6.14,-0.21,2014,1
531842,LAHOTIOV,1081.45,1043.53,-47.75,0.24,0.01,2014,2
531842,LAHOTIOV,1223.98,1192.80,-61.30,17.14,0.59,2014,3
531842,LAHOTIOV,1853.11,1800.69,-73.98,24.58,0.84,2014,4
531842,LAHOTIOV,1721.94,1660.01,-97.77,33.20,1.10,2015,1
531842,LAHOTIOV,1180.69,1141.57,-57.68,7.08,0.28,2015,2
531842,LAHOTIOV,1071.85,1035.28,-47.74,11.13,0.38,2015,3
531842,LAHOTIOV,1251.23,1203.67,-60.05,2.97,0.10,2015,4
531842,LAHOTIOV,1101.90,1051.83,-53.67,4.86,0.17,2016,1
531842,LAHOTIOV,1302.97,1261.91,-52.03,29.31,1.00,2016,2
531842,LAHOTIOV,1275.30,1220.65,-49.98,22.75,0.78,2016,3
531842,LAHOTIOV,1316.69,1275.32,-54.25,16.42,0.56,2016,4
531842,LAHOTIOV,1764.64,1796.58,-64.89,43.83,1.50,2017,1
531842,LAHOTIOV,1024.15,1036.69,-9.92,12.82,0.44,2017,2
531842,LAHOTIOV,969.05,974.93,-10.08,8.41,0.29,2017,3
531842,LAHOTIOV,1358.09,1365.05,-8.15,10.99,0.38,2017,4
531842,LAHOTIOV,1242.64,1250.63,-13.25,5.69,0.19,2018,1
531842,LAHOTIOV,1581.74,1584.76,-14.05,52.09,1.86,2018,2
531842,LAHOTIOV,1844.71,1849.55,-33.70,59.15,2.05,2018,3
531842,LAHOTIOV,1700.55,1720.81,-40.61,41.91,1.44,2018,4
531842,LAHOTIOV,1301.89,1310.74,-19.57,8.44,0.29,2019,1
531842,LAHOTIOV,1043.81,1054.01,-11.01,24.74,0.85,2019,2
531842,LAHOTIOV,771.12,784.07,-11.18,19.44,0.67,2019,3
531842,LAHOTIOV,1175.99,1185.41,-20.50,12.39,0.42,2019,4
531842,LAHOTIOV,967.83,979.40,-24.58,-2.60,-0.09,2020,1
531842,LAHOTIOV,649.07,671.56,-21.02,32.31,1.11,2020,2
531842,LAHOTIOV,1104.34,1121.23,-15.14,18.42,0.63,2020,3
531842,LAHOTIOV,1347.69,1362.99,-18.99,11.15,0.38,2020,4
