security code,security name,revenue,income,expenditure,profit,eps,year,quartile
532307,MELSTAR,34.39,37.12,-7.26,-10.25,-0.72,2007,3
532307,MELSTAR,40.43,43.73,-6.93,6.02,0.04,2007,4
532307,MELSTAR,41.30,44.94,-7.45,2.09,0.15,2008,1
532307,MELSTAR,41.72,44.56,-5.00,-3.57,-0.25,2008,2
532307,MELSTAR,49.78,52.17,-5.18,2.79,0.20,2008,3
532307,MELSTAR,53.35,52.74,-6.28,1.17,0.08,2008,4
532307,MELSTAR,39.94,39.77,-4.47,-10.49,-0.73,2009,2
532307,MELSTAR,50.95,50.91,-9.20,-2.05,-0.14,2009,3
532307,MELSTAR,52.49,52.32,-3.64,-7.59,-0.53,2009,4
532307,MELSTAR,53.45,52.03,-1.55,-7.89,-0.55,2010,1
532307,MELSTAR,56.98,56.98,-2.13,0.17,0.01,2010,2
532307,MELSTAR,64.42,64.15,-2.04,3.46,0.24,2010,3
532307,MELSTAR,66.34,65.71,-2.39,6.81,0.48,2010,4
532307,MELSTAR,64.44,61.69,-3.01,4.19,0.19,2011,1
532307,MELSTAR,66.33,65.65,-3.50,2.58,0.18,2011,2
532307,MELSTAR,70.71,68.68,-3.33,4.43,0.31,2011,3
532307,MELSTAR,214.56,213.96,-2.36,4.00,0.28,2011,4
532307,MELSTAR,182.82,180.44,-7.43,3.62,0.25,2012,1
532307,MELSTAR,57.79,57.33,-8.71,-0.61,-0.04,2012,2
532307,MELSTAR,56.41,55.91,-17.51,-3.00,-0.21,2012,3
532307,MELSTAR,43.49,42.37,-13.85,-8.36,-0.59,2012,4
532307,MELSTAR,49.20,47.94,-12.50,-2.52,-0.18,2013,1
532307,MELSTAR,50.61,50.21,-13.03,-3.48,-0.24,2013,2
532307,MELSTAR,47.76,45.25,-7.04,-0.47,-0.03,2013,3
532307,MELSTAR,42.32,42.04,-6.74,-15.16,-1.06,2013,4
532307,MELSTAR,45.31,44.77,-1.33,-4.96,-0.35,2014,1
532307,MELSTAR,48.33,48.06,-3.94,-3.22,-0.23,2014,2
532307,MELSTAR,53.22,53.18,-4.70,-12.79,-0.90,2014,3
532307,MELSTAR,55.62,55.55,-4.73,2.50,0.17,2014,4
532307,MELSTAR,68.46,66.80,-5.10,-3.03,-0.21,2015,1
532307,MELSTAR,69.89,69.84,-3.57,0.71,0.05,2015,2
532307,MELSTAR,80.18,79.37,-4.84,-0.33,-0.02,2015,3
532307,MELSTAR,66.67,66.09,-44.75,-5.70,-0.40,2015,4
532307,MELSTAR,94.98,94.22,-3.98,7.33,0.51,2016,1
532307,MELSTAR,68.33,68.32,-4.15,-5.50,-0.38,2016,2
532307,MELSTAR,67.06,66.81,-4.80,-8.75,-0.61,2016,3
532307,MELSTAR,50.13,50.02,-6.35,-11.55,-0.81,2016,4
532307,MELSTAR,25.87,25.89,-6.04,-13.48,-0.94,2017,1
532307,MELSTAR,8.80,8.81,-6.01,-16.23,-1.14,2017,2
532307,MELSTAR,8.67,9.67,-9.15,-18.20,-1.27,2017,3
532307,MELSTAR,7.95,11.48,-5.92,-9.61,,2018,1
532307,MELSTAR,8.68,15.93,-5.94,-6.15,-0.43,2018,2
532307,MELSTAR,8.70,11.80,-5.55,-10.57,-0.74,2018,3
532307,MELSTAR,8.04,13.03,-5.60,-5.79,-0.41,2018,4
532307,MELSTAR,8.86,83.86,-51.95,21.49,1.50,2019,1
532307,MELSTAR,22.14,22.37,-6.38,-6.97,-0.49,2019,2
532307,MELSTAR,30.23,30.30,-16.63,-18.95,-1.33,2019,3
532307,MELSTAR,32.94,33.38,-12.36,-2.93,-0.21,2019,4
532307,MELSTAR,26.03,26.10,-22.97,-17.65,-1.23,2020,1
532307,MELSTAR,6.65,6.67,-1.82,-1.48,-0.10,2020,2
532307,MELSTAR,6.16,6.18,-2.42,-3.16,-0.22,2020,3
532307,MELSTAR,5.28,5.30,-1.39,-2.08,-0.15,2020,4
