date,close,actual lb,predicted lb,actual ub,predicted ub,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit
2017-03-09,2945.55,1.0,0.8159069067832655,1.4310230686968477,1.2441660048809142,1269.5999999999995,719.203175676977,0.0,542.2554107245523,176.94776495242468,0.1840930932167345,0.24416600488091422,False,False
2017-03-10,3010.25,1.0,0.8045072783635286,1.4002657586579186,1.185077325006751,1204.8999999999996,557.1290176015723,0.0,588.4819653061877,-31.352947704615417,0.19549272163647136,0.185077325006751,False,False
2017-03-14,3066.7,1.0,0.8113430516673943,1.374490494668536,1.2598725358661804,1148.449999999999,796.9511057408154,0.0,578.5542634516019,218.3968422892135,0.1886569483326057,0.2598725358661804,False,False
2017-03-15,3320.5,0.966797169101039,0.8585821256818709,1.2694323144104802,1.2611819695625186,894.6499999999996,867.2547299323433,110.25,469.578051673348,397.67667825899525,0.14141787431812913,0.2611819695625186,False,False
2017-03-16,3295.8,0.9703258692881848,0.8261737095578331,1.2789459311851443,1.3734541184875748,919.3499999999985,1230.8300837113493,97.80000000000064,572.8966880392936,657.9333956720557,0.1738262904421669,0.3734541184875748,False,False
2017-03-17,3253.95,0.9814379446518848,0.8517852293690464,1.295394827824644,1.3625861918917648,961.2000000000007,1179.8373391062078,60.39999999999918,482.2834528945914,697.5538862116164,0.14821477063095356,0.3625861918917648,False,False
2017-03-20,3292.5,0.9390280941533788,0.8560351177462149,1.2802277904328017,1.2348914825269934,922.6499999999996,773.3802062201257,200.75,474.0043748205876,299.37583139953813,0.14396488225378512,0.23489148252699343,False,False
2017-03-21,3323.9,0.9301573452871628,0.8257783686931915,1.2681338187069404,1.1457806454268658,891.2499999999995,484.56028733435915,232.14999999999964,579.0952803007008,-94.53499296634163,0.17422163130680846,0.14578064542686575,False,False
2017-03-22,3337.3,0.9264225571569832,0.8335431051069577,1.2630419800437478,1.2138392911649225,877.8499999999995,713.6458664046959,245.55000000000018,555.51659532655,158.12927107814585,0.16645689489304227,0.2138392911649225,False,False
2017-03-23,3773.1,0.8194190453473271,0.8776300760379316,1.117158304842172,1.3769376576471817,442.0499999999997,1422.223476068581,681.3499999999999,461.71396010128,960.509515967301,0.12236992396206836,0.3769376576471817,False,False
2017-03-24,3794.25,0.8148514199117085,0.8636431919347964,1.110931014034394,1.5297343217582873,420.89999999999964,2009.9444503313816,702.5,517.3718190013988,1492.5726313299829,0.13635680806520356,0.5297343217582873,False,False
