date,close,actual lb,predicted lb,actual ub,predicted ub,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit
2020-07-28,196.95,0.9895912668189896,0.9431967143745785,1.1896420411271895,1.198273309940422,37.349999999999966,39.049928392766105,2.0500000000000114,11.187407103926745,27.86252128883936,0.056803285625421474,0.19827330994042192,False,False
2020-07-29,203.9,0.9558607160372732,0.9442942514513694,1.1490926924963218,1.2038103869067145,30.400000000000034,41.55693789027907,9.0,11.35840212906578,30.198535761213293,0.05570574854863064,0.2038103869067145,False,False
2020-07-30,195.45,0.9971859810693272,0.9562848364976619,1.1987720644666156,1.2055815035868553,38.849999999999994,40.180904876050874,0.549999999999983,8.544128706531978,31.636776169518896,0.04371516350233806,0.20558150358685534,False,False
2020-07-31,194.9,1.0,0.9498241994576866,1.2021549512570548,1.2063201151106642,39.39999999999998,40.21179043506845,0.0,9.779263525696877,30.432526909371575,0.05017580054231341,0.20632011511066417,False,False
2020-08-03,196.9,0.9961909598781108,0.9437017266116966,1.1899441340782124,1.1877143191130988,37.400000000000034,36.96094943336914,0.7499999999999716,11.085130030156932,25.875819403212205,0.0562982733883034,0.18771431911309877,False,False
2020-08-04,213.7,0.9178755264389332,0.949987245903687,1.0963968179691157,1.2371802000074668,20.600000000000023,50.685408741595666,17.549999999999983,10.687725550382083,39.99768319121358,0.050012754096313006,0.23718020000746676,False,False
2020-08-05,208.55,0.9405418364900504,0.9509118296337095,1.1234715895468712,1.2122859231287297,25.75,44.2722292684966,12.399999999999977,10.23733792988989,34.03489133860671,0.04908817036629054,0.21228592312872974,False,False
2020-08-06,209.4,0.9367239732569246,0.9611486803668027,1.1189111747851004,1.2171622351146822,24.900000000000034,45.473772033014455,13.25,8.135466331191509,37.33830570182295,0.03885131963319732,0.21716223511468224,False,False
2020-08-07,202.4,0.9691205533596838,0.9639152661696663,1.1576086956521738,1.2080028216823495,31.899999999999977,42.099771108507554,6.25,7.303550127259541,34.79622098124801,0.036084733830333726,0.20800282168234951,False,False
2020-08-10,217.05,0.8382861091914304,0.9578602718969498,1.079474775397374,1.1988437705464947,17.25,43.159040397116655,35.10000000000002,9.146427984767058,34.0126124123496,0.04213972810305022,0.1988437705464947,False,False
2020-08-11,233.0,0.7809012875536481,0.9537787271536374,1.0055793991416309,1.1540800909818287,1.299999999999983,35.9006611987661,51.05000000000001,10.769556573202493,25.13110462556361,0.04622127284636257,0.15408009098182873,False,False
2020-08-12,227.55,0.7910349373764007,0.9586318142750989,1.0296638101516151,1.1525858998490746,6.750000000000028,34.72092151065692,47.55000000000001,9.413330661701252,25.30759084895567,0.041368185724901085,0.15258589984907456,False,False
2020-08-13,234.3,0.7682458386683738,0.9764474855870251,1.0,1.1571740138514217,0.0,36.82587144538809,54.30000000000001,5.51835412696002,31.30751731842807,0.0235525144129749,0.1571740138514217,False,False
2020-08-14,218.55,0.8236101578586136,0.9753497182077883,1.0,1.1481798042938511,0.0,32.38469622842118,38.55000000000001,5.387319085687864,26.997377142733313,0.024650281792211737,0.14817980429385114,False,False
2020-08-17,213.4,0.8434864104967198,0.9655402562335882,1.0084348641049672,1.138881629829451,1.8000000000000114,29.637339805604853,33.400000000000006,7.353709319752284,22.28363048585257,0.03445974376641181,0.13888162982945107,False,False
2020-08-18,208.55,0.8631023735315272,0.9521565712510942,1.0318868376888035,1.1095821135693817,6.649999999999977,22.85334978489456,28.55000000000001,9.97774706558431,12.875602719310251,0.04784342874890579,0.10958211356938174,False,False
2020-08-19,213.95,0.8413180649684506,0.9413712835612533,1.0058424865622808,1.0995656625522061,1.2499999999999716,21.30207350304451,33.94999999999999,12.543613882069849,8.758459620974662,0.058628716438746675,0.09956566255220611,False,False
2020-08-20,215.2,0.8364312267657993,0.954921810144433,1.0,1.1432387821393792,0.0,30.82498591639441,35.19999999999999,9.700826456918008,21.124159459476402,0.045078189855567,0.14323878213937924,False,False
2020-08-21,213.65,0.8424994149309618,0.9485660794698361,1.004680552305172,1.1477462132395788,1.0,31.56597845863601,33.650000000000006,10.988857121269518,20.577121337366492,0.051433920530163935,0.14774621323957882,False,False
2020-08-24,209.0,0.8165071770334928,0.9511433531678567,1.0270334928229663,1.1373556004323608,5.649999999999949,28.7073204903634,38.349999999999994,10.211039187917947,18.496281302445453,0.0488566468321433,0.13735560043236084,False,False
2020-08-25,208.75,0.8134131736526946,0.9500552261969142,1.0282634730538922,1.1365773092658658,5.900000000000006,28.51051330924949,38.94999999999999,10.425971531394168,18.08454177785532,0.04994477380308582,0.13657730926586575,False,False
2020-08-26,214.65,0.7910552061495458,0.9413772256637868,1.0,1.1285915929887516,0.0,27.602185435035523,44.849999999999994,12.583378511268165,15.018806923767357,0.05862277433621321,0.12859159298875156,False,False
2020-08-27,212.7,0.7983074753173485,0.9481679069422911,1.002350728725905,1.1436199675991454,0.5,30.54796710833824,42.89999999999998,11.024686193374663,19.52328091496358,0.05183209305770886,0.14361996759914541,False,False
2020-08-28,213.2,0.7964352720450283,0.9518589909299143,1.0,1.1452292839036575,0.0,30.962883328259778,43.39999999999998,10.263663133742256,20.699220194517522,0.04814100907008567,0.14522928390365752,False,False
2020-08-31,198.85,0.8539099823987931,0.95536333112414,1.0870002514458137,1.1317851801646337,17.30000000000004,26.20548307573742,29.049999999999983,8.876001605964774,17.329481469772645,0.04463666887586004,0.1317851801646337,False,False
