date,close,actual lb,predicted lb,actual ub,predicted ub,actual ub close diff,predicted ub close diff,actual lb close diff,predicted lb close diff,predicted lb ub diff,predicted lb %,predicted ub %,invest,exit
2020-07-17,392.35,0.7314897413024085,0.7481418243278801,1.1733146425385497,1.1321802860850312,67.99999999999994,51.860935245461974,105.35000000000002,98.81655522495623,-46.95561997949426,0.2518581756721199,0.13218028608503118,False,False
2020-07-20,387.55,0.7405496065023868,0.7583077668962535,1.187846729454264,1.1394389069853634,72.80000000000001,54.039548402177616,100.55000000000001,93.66782493935699,-39.628276537179374,0.24169223310374655,0.13943890698536343,False,False
2020-07-21,386.2,0.7431382703262559,0.7526718375923411,1.191998964267219,1.1261551342191956,74.14999999999998,48.72111283545331,99.19999999999999,95.51813632183786,-46.797023486384546,0.24732816240765887,0.12615513421919555,False,False
2020-07-22,377.45,0.7603656113392503,0.7501892203579876,1.219631739303219,1.1390755918704683,82.90000000000003,52.49408215150822,90.44999999999999,94.29107877587757,-41.79699662436934,0.24981077964201237,0.13907559187046825,False,False
2020-07-23,393.75,0.7288888888888889,0.7597303278775351,1.1691428571428573,1.1255779113178583,66.60000000000002,49.44630258140671,106.75,94.60618339822054,-45.159880816813825,0.24026967212246486,0.12557791131785834,False,False
2020-07-24,379.75,0.7557603686635944,0.7491324071335992,1.2122448979591838,1.1581003201201865,80.60000000000002,60.03859656564083,92.75,95.26696839101572,-35.22837182537489,0.2508675928664008,0.1581003201201865,False,False
2020-07-27,371.8,0.7719203873050027,0.7393881043235977,1.2381656804733727,1.158626484914695,88.54999999999995,58.9773270912836,84.80000000000001,96.89550281248637,-37.91817572120277,0.2606118956764023,0.158626484914695,False,False
2020-07-28,387.4,0.7408363448631905,0.7482913583209259,1.18830665978317,1.1520793968018008,72.95000000000005,58.91555832101761,100.39999999999998,97.51192778647334,-38.59636946545572,0.25170864167907414,0.15207939680180083,False,False
2020-07-29,401.0,0.71571072319202,0.7583394798192762,1.1480049875311722,1.1439877876919953,59.35000000000002,57.73910286449012,114.0,96.90586859247026,-39.166765727980135,0.24166052018072381,0.14398778769199527,False,False
2020-07-30,384.25,0.7469095640858816,0.7463055624156687,1.1980481457384515,1.15542136559265,76.10000000000002,59.72065972897576,97.25,97.48208764177929,-37.761427912803526,0.2536944375843313,0.15542136559264996,False,False
2020-07-31,384.15,0.7471039958349603,0.7411400026687556,1.198360015618899,1.1407051874431868,76.20000000000005,54.05189775630021,97.14999999999998,99.44106797479753,-45.38917021849733,0.25885999733124443,0.14070518744318683,False,False
2020-08-03,394.1,0.7282415630550622,0.7409094962287641,1.1681045419944176,1.1503582946431186,66.25,59.25620391885303,107.10000000000002,102.10756753624406,-42.85136361739103,0.2590905037712359,0.15035829464311856,False,False
2020-08-04,421.2,0.6813865147198481,0.7453732560230009,1.092948717948718,1.1690236637430038,39.150000000000034,71.19276716855319,134.2,107.24878456311205,-36.056017394558864,0.25462674397699914,0.16902366374300382,False,False
2020-08-05,416.7,0.6887449004079674,0.7413589880068061,1.1047516198704104,1.1684366388035565,43.64999999999998,70.18754738944199,129.7,107.77570969756391,-37.58816230812192,0.2586410119931939,0.16843663880355653,False,False
